supportLang,targetLang,supportFolder,pairFolder,thumbnailPath,youtubeVideoId,youtubeVideoUrl,channelHandle,targetLabel,topic,subtitle
"KM","BG","KM__Khmer","KM__BG__Khmer_to_Bulgarian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__BG__Khmer_to_Bulgarian/youtube_thumbnail.jpg","mWgE_4TgfXI","https://www.youtube.com/watch?v=mWgE_4TgfXI","@lunacardskhmer","ប៊ុលហ្ការី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","BN","KM__Khmer","KM__BN__Khmer_to_Bangla","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__BN__Khmer_to_Bangla/youtube_thumbnail.jpg","WdnpnUfw2EA","https://www.youtube.com/watch?v=WdnpnUfw2EA","@lunacardskhmer","បង់ក្លា A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","CS","KM__Khmer","KM__CS__Khmer_to_Czech","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__CS__Khmer_to_Czech/youtube_thumbnail.jpg","edhNBt4DHbc","https://www.youtube.com/watch?v=edhNBt4DHbc","@lunacardskhmer","ឆែក A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","DA","KM__Khmer","KM__DA__Khmer_to_Danish","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__DA__Khmer_to_Danish/youtube_thumbnail.jpg","UivF5QgklSU","https://www.youtube.com/watch?v=UivF5QgklSU","@lunacardskhmer","ដាណឺម៉ាក A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","DE","KM__Khmer","KM__DE__Khmer_to_German","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__DE__Khmer_to_German/youtube_thumbnail.jpg","zDmOlGQNL7o","https://www.youtube.com/watch?v=zDmOlGQNL7o","@lunacardskhmer","អាល្លឺម៉ង់ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","EN","KM__Khmer","KM__EN__Khmer_to_English","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__EN__Khmer_to_English/youtube_thumbnail.jpg","ANoeDeLN-yI","https://www.youtube.com/watch?v=ANoeDeLN-yI","@lunacardskhmer","អង់គ្លេស A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","EN-GB","KM__Khmer","KM__EN-GB__Khmer_to_English-United-Kingdom","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__EN-GB__Khmer_to_English-United-Kingdom/youtube_thumbnail.jpg","KEExNbehbMA","https://www.youtube.com/watch?v=KEExNbehbMA","@lunacardskhmer","អង់គ្លេស (ចក្រភព​អង់គ្លេស) A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","EN,ES,FR,DE","KM__Khmer","KM__EN,ES,FR,DE__Khmer_to_EN-ES-FR-DE","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__EN,ES,FR,DE__Khmer_to_EN-ES-FR-DE/youtube_thumbnail.jpg","NCncHyx2DgI","https://www.youtube.com/watch?v=NCncHyx2DgI","","EN,ES,FR,DE A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","ES","KM__Khmer","KM__ES__Khmer_to_Spanish","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__ES__Khmer_to_Spanish/youtube_thumbnail.jpg","wdotiiuEs4M","https://www.youtube.com/watch?v=wdotiiuEs4M","@lunacardskhmer","អេស្ប៉ាញ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","ES-419","KM__Khmer","KM__ES-419__Khmer_to_Spanish-Latin-America","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__ES-419__Khmer_to_Spanish-Latin-America/youtube_thumbnail.jpg","z-mipa2dZyQ","https://www.youtube.com/watch?v=z-mipa2dZyQ","@lunacardskhmer","អេស្ប៉ាញ (អាមេរិក​ឡាទីន) A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","ES,FR,IT,PT","KM__Khmer","KM__ES,FR,IT,PT__Khmer_to_ES-FR-IT-PT","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__ES,FR,IT,PT__Khmer_to_ES-FR-IT-PT/youtube_thumbnail.jpg","idtCAcuS0aA","https://www.youtube.com/watch?v=idtCAcuS0aA","","ES,FR,IT,PT A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","ET","KM__Khmer","KM__ET__Khmer_to_Estonian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__ET__Khmer_to_Estonian/youtube_thumbnail.jpg","cl2laZ1N1dE","https://www.youtube.com/watch?v=cl2laZ1N1dE","@lunacardskhmer","អេស្តូនី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","FI","KM__Khmer","KM__FI__Khmer_to_Finnish","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__FI__Khmer_to_Finnish/youtube_thumbnail.jpg","_4laMq0ztPM","https://www.youtube.com/watch?v=_4laMq0ztPM","@lunacardskhmer","ហ្វាំងឡង់ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","FR","KM__Khmer","KM__FR__Khmer_to_French","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__FR__Khmer_to_French/youtube_thumbnail.jpg","fNSsC5_XvVI","https://www.youtube.com/watch?v=fNSsC5_XvVI","@lunacardskhmer","បារាំង A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","HI","KM__Khmer","KM__HI__Khmer_to_Hindi","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__HI__Khmer_to_Hindi/youtube_thumbnail.jpg","knWw7_7atQA","https://www.youtube.com/watch?v=knWw7_7atQA","@lunacardskhmer","ហិណ្ឌី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","HR","KM__Khmer","KM__HR__Khmer_to_Croatian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__HR__Khmer_to_Croatian/youtube_thumbnail.jpg","hnDyfSAlxuI","https://www.youtube.com/watch?v=hnDyfSAlxuI","@lunacardskhmer","ក្រូអាស៊ី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","HU","KM__Khmer","KM__HU__Khmer_to_Hungarian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__HU__Khmer_to_Hungarian/youtube_thumbnail.jpg","ypH2ZNg-OEw","https://www.youtube.com/watch?v=ypH2ZNg-OEw","@lunacardskhmer","ហុងគ្រី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","HY","KM__Khmer","KM__HY__Khmer_to_Armenian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__HY__Khmer_to_Armenian/youtube_thumbnail.jpg","JfLBzJ6sdHc","https://www.youtube.com/watch?v=JfLBzJ6sdHc","","អាមេនី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","ID","KM__Khmer","KM__ID__Khmer_to_Indonesian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__ID__Khmer_to_Indonesian/youtube_thumbnail.jpg","_l_NQMpFvnA","https://www.youtube.com/watch?v=_l_NQMpFvnA","@lunacardskhmer","ឥណ្ឌូណេស៊ី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","IS","KM__Khmer","KM__IS__Khmer_to_Icelandic","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__IS__Khmer_to_Icelandic/youtube_thumbnail.jpg","ZW-9rK_mtvE","https://www.youtube.com/watch?v=ZW-9rK_mtvE","@lunacardskhmer","អ៊ីស្លង់ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","IT","KM__Khmer","KM__IT__Khmer_to_Italian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__IT__Khmer_to_Italian/youtube_thumbnail.jpg","WK1hLx3Ut1o","https://www.youtube.com/watch?v=WK1hLx3Ut1o","@lunacardskhmer","អ៊ីតាលី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","JA","KM__Khmer","KM__JA__Khmer_to_Japanese","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__JA__Khmer_to_Japanese/youtube_thumbnail.jpg","rvRJchcu8oc","https://www.youtube.com/watch?v=rvRJchcu8oc","@lunacardskhmer","ជប៉ុន A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","KA","KM__Khmer","KM__KA__Khmer_to_Georgian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__KA__Khmer_to_Georgian/youtube_thumbnail.jpg","zOHkW2VgMWE","https://www.youtube.com/watch?v=zOHkW2VgMWE","@lunacardskhmer","ហ្សក​ហ្ស៊ី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","KK","KM__Khmer","KM__KK__Khmer_to_Kazakh","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__KK__Khmer_to_Kazakh/youtube_thumbnail.jpg","mZf5Bk5JqTE","https://www.youtube.com/watch?v=mZf5Bk5JqTE","","កាហ្សាក់ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","KN","KM__Khmer","KM__KN__Khmer_to_Kannada","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__KN__Khmer_to_Kannada/youtube_thumbnail.jpg","1iyzCccEURE","https://www.youtube.com/watch?v=1iyzCccEURE","","ខាណាដា A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","KO","KM__Khmer","KM__KO__Khmer_to_Korean","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__KO__Khmer_to_Korean/youtube_thumbnail.jpg","3if_5tBnmL4","https://www.youtube.com/watch?v=3if_5tBnmL4","@lunacardskhmer","កូរ៉េ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","LO","KM__Khmer","KM__LO__Khmer_to_Lao","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__LO__Khmer_to_Lao/youtube_thumbnail.jpg","qguBwTGscho","https://www.youtube.com/watch?v=qguBwTGscho","@lunacardskhmer","ឡាវ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","LT","KM__Khmer","KM__LT__Khmer_to_Lithuanian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__LT__Khmer_to_Lithuanian/youtube_thumbnail.jpg","ZGCd2FyTuHY","https://www.youtube.com/watch?v=ZGCd2FyTuHY","@lunacardskhmer","លីទុយអានី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","LV","KM__Khmer","KM__LV__Khmer_to_Latvian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__LV__Khmer_to_Latvian/youtube_thumbnail.jpg","7-vvLZSMF1A","https://www.youtube.com/watch?v=7-vvLZSMF1A","@lunacardskhmer","ឡាតវី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","ML","KM__Khmer","KM__ML__Khmer_to_Malayalam","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__ML__Khmer_to_Malayalam/youtube_thumbnail.jpg","mDgvBrv_Aw4","https://www.youtube.com/watch?v=mDgvBrv_Aw4","@lunacardskhmer","ម៉ាឡាយ៉ាឡាម A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","MS","KM__Khmer","KM__MS__Khmer_to_Malay","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__MS__Khmer_to_Malay/youtube_thumbnail.jpg","RmcOQrpzwf0","https://www.youtube.com/watch?v=RmcOQrpzwf0","@lunacardskhmer","ម៉ាឡេ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","MY","KM__Khmer","KM__MY__Khmer_to_Burmese","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__MY__Khmer_to_Burmese/youtube_thumbnail.jpg","uvvDDsKzmUw","https://www.youtube.com/watch?v=uvvDDsKzmUw","@lunacardskhmer","ភូមា A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","NB","KM__Khmer","KM__NB__Khmer_to_Norwegian-Bokmal","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__NB__Khmer_to_Norwegian-Bokmal/youtube_thumbnail.jpg","l6EW83aGn1Q","https://www.youtube.com/watch?v=l6EW83aGn1Q","@lunacardskhmer","ន័រវែស បុកម៉ាល់ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","NE","KM__Khmer","KM__NE__Khmer_to_Nepali","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__NE__Khmer_to_Nepali/youtube_thumbnail.jpg","ILacQdh0cIM","https://www.youtube.com/watch?v=ILacQdh0cIM","@lunacardskhmer","នេប៉ាល់ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","NL","KM__Khmer","KM__NL__Khmer_to_Dutch","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__NL__Khmer_to_Dutch/youtube_thumbnail.jpg","leUSmFzWXYo","https://www.youtube.com/watch?v=leUSmFzWXYo","@lunacardskhmer","ហូឡង់ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","NO","KM__Khmer","KM__NO__Khmer_to_Norwegian-Bokmal","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__NO__Khmer_to_Norwegian-Bokmal/youtube_thumbnail.jpg","l6EW83aGn1Q","https://www.youtube.com/watch?v=l6EW83aGn1Q","","ន័រវែស បុកម៉ាល់ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","PL","KM__Khmer","KM__PL__Khmer_to_Polish","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__PL__Khmer_to_Polish/youtube_thumbnail.jpg","xTXEx3WP174","https://www.youtube.com/watch?v=xTXEx3WP174","@lunacardskhmer","ប៉ូឡូញ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","PT","KM__Khmer","KM__PT__Khmer_to_Portuguese","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__PT__Khmer_to_Portuguese/youtube_thumbnail.jpg","Gh1byy6XC-E","https://www.youtube.com/watch?v=Gh1byy6XC-E","@lunacardskhmer","ព័រទុយហ្គាល់ A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","PT-BR","KM__Khmer","KM__PT-BR__Khmer_to_Portuguese-Brazil","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__PT-BR__Khmer_to_Portuguese-Brazil/youtube_thumbnail.jpg","AQ1iZtvAiRU","https://www.youtube.com/watch?v=AQ1iZtvAiRU","@lunacardskhmer","ព័រទុយហ្គាល់ (ប្រេស៊ីល) A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","RO","KM__Khmer","KM__RO__Khmer_to_Romanian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__RO__Khmer_to_Romanian/youtube_thumbnail.jpg","av90L5KHlIE","https://www.youtube.com/watch?v=av90L5KHlIE","@lunacardskhmer","រូម៉ានី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","RU","KM__Khmer","KM__RU__Khmer_to_Russian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__RU__Khmer_to_Russian/youtube_thumbnail.jpg","Rc4VtGPnb4E","https://www.youtube.com/watch?v=Rc4VtGPnb4E","@lunacardskhmer","រុស្ស៊ី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","RU,PL,CS,SK","KM__Khmer","KM__RU,PL,CS,SK__Khmer_to_RU-PL-CS-SK","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__RU,PL,CS,SK__Khmer_to_RU-PL-CS-SK/youtube_thumbnail.jpg","7ExXady13TI","https://www.youtube.com/watch?v=7ExXady13TI","","RU,PL,CS,SK A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","SI","KM__Khmer","KM__SI__Khmer_to_Sinhala","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__SI__Khmer_to_Sinhala/youtube_thumbnail.jpg","uiaZqFsk1BU","https://www.youtube.com/watch?v=uiaZqFsk1BU","@lunacardskhmer","ស្រីលង្កា A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","SK","KM__Khmer","KM__SK__Khmer_to_Slovak","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__SK__Khmer_to_Slovak/youtube_thumbnail.jpg","AM8gIxdr8y4","https://www.youtube.com/watch?v=AM8gIxdr8y4","","ស្លូវ៉ាគី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","SL","KM__Khmer","KM__SL__Khmer_to_Slovenian","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__SL__Khmer_to_Slovenian/youtube_thumbnail.jpg","gbXDwC_MoAQ","https://www.youtube.com/watch?v=gbXDwC_MoAQ","","ស្លូវ៉ានី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","SR","KM__Khmer","KM__SR__Khmer_to_Serbian-Latin","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__SR__Khmer_to_Serbian-Latin/youtube_thumbnail.jpg","wM2bhw_bt_Q","https://www.youtube.com/watch?v=wM2bhw_bt_Q","","ស៊ែប (ឡាតាំង) A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","SV","KM__Khmer","KM__SV__Khmer_to_Swedish","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__SV__Khmer_to_Swedish/youtube_thumbnail.jpg","YDr2t2kQyYM","https://www.youtube.com/watch?v=YDr2t2kQyYM","","ស៊ុយអែត A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","SW","KM__Khmer","KM__SW__Khmer_to_Swahili","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__SW__Khmer_to_Swahili/youtube_thumbnail.jpg","eypuRHbuJ7s","https://www.youtube.com/watch?v=eypuRHbuJ7s","","ស្វាហ៊ីលី A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
"KM","TA","KM__Khmer","KM__TA__Khmer_to_Tamil","/Users/lali/Documents/LUNA2/outputs/design-prototypes/youtube-thumbnail-home_kitchen_cookware_pilot_01-ordinary-target-language-large-pair-folders-20260704/by-support/KM__Khmer/KM__TA__Khmer_to_Tamil/youtube_thumbnail.jpg","E0uJzuYgbFc","https://www.youtube.com/watch?v=E0uJzuYgbFc","","តាមីល A1","សម្ភារៈផ្ទះបាយ","ចាននិងឧបករណ៍ផ្ទះបាយ។ កម្រិតមូលដ្ឋាន។"
